time_s,clean_after_pga_uV,ideal_decimated_uV,adc_out_uV,error_uV,fifo_spi_code_int24
1.272000000000000020e+00,1.500255120320322749e+04,6.776957546082078807e+03,6.250000000000000000e+03,-5.269575460820785793e+02,1.048576000000000000e+06
1.276000000000000023e+00,1.569598555830661098e+04,7.599351600839419007e+03,7.812500000000000000e+03,2.131483991605811354e+02,1.310720000000000000e+06
1.280000000000000027e+00,1.617174487087085254e+04,8.428869020541897044e+03,9.375000000000001819e+03,9.461309794581047754e+02,1.572864000000000000e+06
1.284000000000000030e+00,1.640332915494965710e+04,8.670484457832864791e+03,7.812500000000000000e+03,-8.579844578328644502e+02,1.310720000000000000e+06
1.288000000000000034e+00,1.636869416080617702e+04,8.777957488837935671e+03,9.375000000000001819e+03,5.970425111620666030e+02,1.572864000000000000e+06
1.292000000000000037e+00,1.605193404698546874e+04,8.747138113055118083e+03,9.375000000000001819e+03,6.278618869448824853e+02,1.572864000000000000e+06
1.296000000000000041e+00,1.544500447782582160e+04,8.366196972915648075e+03,7.812500000000000000e+03,-5.536969729156484163e+02,1.310720000000000000e+06
1.300000000000000044e+00,1.454934872118805470e+04,7.905097213567050858e+03,7.812500000000000000e+03,-9.259721356705101414e+01,1.310720000000000000e+06
1.304000000000000048e+00,1.337727942226721461e+04,7.269105464461817974e+03,7.812500000000000000e+03,5.433945355381823674e+02,1.310720000000000000e+06
1.308000000000000052e+00,1.195296990645994629e+04,5.868910854035230841e+03,4.687500000000000909e+03,-1.181410854035230386e+03,7.864320000000000000e+05
1.312000000000000055e+00,1.031292161452702567e+04,4.379881049227958101e+03,4.687500000000000909e+03,3.076189507720426377e+02,7.864320000000000000e+05
1.316000000000000059e+00,8.505798270361879986e+03,2.895218999882976732e+03,3.125000000000000000e+03,2.297810001170236660e+02,5.242880000000000000e+05
1.320000000000000062e+00,6.591551477093261383e+03,1.290976826616715243e+03,1.562500000000000000e+03,2.715231733832848136e+02,2.621440000000000000e+05
1.324000000000000066e+00,4.639804718127738852e+03,-3.195419013714331982e+02,0.000000000000000000e+00,3.195419013714331982e+02,0.000000000000000000e+00
1.328000000000000069e+00,2.727510639713104410e+03,-2.387433715136030060e+03,-3.125000000000000000e+03,-7.375662848639699405e+02,-5.242880000000000000e+05
1.332000000000000073e+00,9.359469484556516363e+02,-4.283450593482486511e+03,-4.687500000000000909e+03,-4.040494065175141714e+02,-7.864320000000000000e+05
1.336000000000000076e+00,-6.528340926061555365e+02,-5.966157365633448535e+03,-4.687500000000000909e+03,1.278657365633447853e+03,-7.864320000000000000e+05
1.340000000000000080e+00,-1.959942188047023365e+03,-7.496119320356495336e+03,-7.812500000000000000e+03,-3.163806796435044362e+02,-1.310720000000000000e+06
1.344000000000000083e+00,-2.913773325945320721e+03,-8.586931508792033128e+03,-9.375000000000001819e+03,-7.880684912079677815e+02,-1.572864000000000000e+06
1.348000000000000087e+00,-3.454096286848331602e+03,-9.459635204669595623e+03,-9.375000000000001819e+03,8.463520466959334954e+01,-1.572864000000000000e+06
1.352000000000000091e+00,-3.535861200133436341e+03,-1.012243403628097803e+04,-9.375000000000001819e+03,7.474340362809764429e+02,-1.572864000000000000e+06
1.356000000000000094e+00,-3.132489874606776539e+03,-1.036608124476957892e+04,-1.093750000000000182e+04,-5.714187552304222208e+02,-1.835008000000000000e+06
1.360000000000000098e+00,-2.238422638929995173e+03,-9.956690323175364028e+03,-9.375000000000001819e+03,5.816903231753625505e+02,-1.572864000000000000e+06
1.364000000000000101e+00,-8.707263366088851626e+02,-9.192808643568634579e+03,-9.375000000000001819e+03,-1.821913564313670122e+02,-1.572864000000000000e+06
1.368000000000000105e+00,9.303882723316552301e+02,-7.854589156651608391e+03,-7.812500000000000000e+03,4.208915665160871100e+01,-1.310720000000000000e+06
1.372000000000000108e+00,3.102236265426906357e+03,-5.866934115071911037e+03,-6.250000000000000000e+03,-3.830658849280893037e+02,-1.048576000000000000e+06
1.375999999999999890e+00,5.561548196582960372e+03,-4.074018349252979533e+03,-4.687500000000000909e+03,-6.134816507470212628e+02,-7.864320000000000000e+05
1.379999999999999893e+00,8.207543444478504171e+03,-1.687377263297182708e+03,-1.562500000000000000e+03,1.248772632971826795e+02,-2.621440000000000000e+05
1.383999999999999897e+00,1.092608113807154041e+04,9.380253943375244035e+02,1.562500000000000000e+03,6.244746056624757102e+02,2.621440000000000000e+05
1.387999999999999901e+00,1.359471573376788001e+04,3.530834106444243389e+03,3.125000000000000000e+03,-4.058341064442430479e+02,5.242880000000000000e+05
1.391999999999999904e+00,1.608842485021298126e+04,6.136574076869977944e+03,6.250000000000000000e+03,1.134259231300224116e+02,1.048576000000000000e+06
1.395999999999999908e+00,1.828572866486995554e+04,8.472273010784152575e+03,9.375000000000001819e+03,9.027269892158493576e+02,1.572864000000000000e+06
1.399999999999999911e+00,2.007488632073378540e+04,1.056790534706889775e+04,9.375000000000001819e+03,-1.192905347068897299e+03,1.572864000000000000e+06
1.403999999999999915e+00,2.135983788177577662e+04,1.217931328620929708e+04,1.250000000000000000e+04,3.206867137907042320e+02,2.097152000000000000e+06
1.407999999999999918e+00,2.206556196085141710e+04,1.328691109748351482e+04,1.406250000000000000e+04,7.755889025164858595e+02,2.359296000000000000e+06
1.411999999999999922e+00,2.214253970453230431e+04,1.414092423830442021e+04,1.406250000000000000e+04,-7.842423830442014321e+01,2.359296000000000000e+06
1.415999999999999925e+00,2.157005471460553963e+04,1.433770013960204960e+04,1.406250000000000000e+04,-2.752001396020501716e+02,2.359296000000000000e+06
1.419999999999999929e+00,2.035811396711390989e+04,1.368314377828082252e+04,1.406250000000000000e+04,3.793562217191785635e+02,2.359296000000000000e+06
1.423999999999999932e+00,1.854784408227400127e+04,1.252983742598794925e+04,1.250000000000000000e+04,-2.983742598794934864e+01,2.097152000000000000e+06
1.427999999999999936e+00,1.621029674775105195e+04,1.063862113172819409e+04,9.375000000000001819e+03,-1.263621131728192040e+03,1.572864000000000000e+06
1.431999999999999940e+00,1.344368237025460985e+04,8.367933287906158512e+03,9.375000000000001819e+03,1.007066712093843080e+03,1.572864000000000000e+06
1.435999999999999943e+00,1.036913735997012373e+04,5.830446357821435413e+03,6.250000000000000000e+03,4.195536421785650987e+02,1.048576000000000000e+06
1.439999999999999947e+00,7.125212915386761779e+03,2.958484466532009264e+03,1.562500000000000000e+03,-1.395984466532009037e+03,2.621440000000000000e+05
1.443999999999999950e+00,3.861346980935747524e+03,1.479865681723716762e+02,0.000000000000000000e+00,-1.479865681723716762e+02,0.000000000000000000e+00
1.447999999999999954e+00,7.306418220969343338e+02,-3.303972463362152666e+03,-3.125000000000000000e+03,1.789724633621523537e+02,-5.242880000000000000e+05
1.451999999999999957e+00,-2.117686290623239984e+03,-6.388527832445231979e+03,-6.250000000000000000e+03,1.385278324452319509e+02,-1.048576000000000000e+06
1.455999999999999961e+00,-4.545794260579510592e+03,-9.056258282457725727e+03,-7.812500000000000000e+03,1.243758282457725045e+03,-1.310720000000000000e+06
1.459999999999999964e+00,-6.434241851754110940e+03,-1.135369992724146687e+04,-1.250000000000000000e+04,-1.146300072758534725e+03,-2.097152000000000000e+06
1.463999999999999968e+00,-7.688187914726124291e+03,-1.310688764859695584e+04,-1.250000000000000000e+04,6.068876485969543637e+02,-2.097152000000000000e+06
1.467999999999999972e+00,-8.242416544623136360e+03,-1.423821903060754084e+04,-1.406250000000000000e+04,1.757190306075403328e+02,-2.359296000000000000e+06
1.471999999999999975e+00,-8.064914951296467734e+03,-1.501117504310842742e+04,-1.562500000000000000e+04,-6.138249568915719010e+02,-2.621440000000000000e+06
1.475999999999999979e+00,-7.158799176406976585e+03,-1.510512362461739758e+04,-1.562500000000000000e+04,-5.198763753826024185e+02,-2.621440000000000000e+06
1.479999999999999982e+00,-5.562470112272472761e+03,-1.415354425756080855e+04,-1.406250000000000000e+04,9.104425756080794940e+01,-2.359296000000000000e+06
1.483999999999999986e+00,-3.347975844094702552e+03,-1.243056948969349651e+04,-1.250000000000000000e+04,-6.943051030650418909e+01,-2.097152000000000000e+06
1.487999999999999989e+00,-6.176519817158088017e+02,-1.014623590521126607e+04,-9.375000000000001819e+03,7.712359052112639120e+02,-1.572864000000000000e+06
1.491999999999999993e+00,2.500795953050275330e+03,-7.790282650170035595e+03,-7.812500000000000000e+03,-2.221734982996419916e+01,-1.310720000000000000e+06
1.495999999999999996e+00,5.860520031438642945e+03,-4.829830725835253361e+03,-4.687500000000000909e+03,1.423307258352525650e+02,-7.864320000000000000e+05
1.500000000000000000e+00,9.302748407778401088e+03,-1.680110722476612636e+03,-1.562500000000000000e+03,1.176107224766125938e+02,-2.621440000000000000e+05
1.504000000000000004e+00,1.266462215352554631e+04,1.719881660979469643e+03,1.562500000000000000e+03,-1.573816609794695580e+02,2.621440000000000000e+05
1.508000000000000007e+00,1.578724421455693664e+04,5.159332666705129668e+03,4.687500000000000909e+03,-4.718326667051287586e+02,7.864320000000000000e+05
1.512000000000000011e+00,1.852352274280681740e+04,8.011078709244041420e+03,7.812500000000000000e+03,-1.985787092440415620e+02,1.310720000000000000e+06
1.516000000000000014e+00,2.074540222846055985e+04,1.067316834799223579e+04,1.093750000000000182e+04,2.643316520077650580e+02,1.835008000000000000e+06
1.520000000000000018e+00,2.235010910551181587e+04,1.288793804480380459e+04,1.250000000000000000e+04,-3.879380448038039049e+02,2.097152000000000000e+06
1.524000000000000021e+00,2.326509194285322155e+04,1.420446079459733301e+04,1.406250000000000000e+04,-1.419607945973323808e+02,2.359296000000000000e+06
1.528000000000000025e+00,2.345140694927176082e+04,1.513733007612021538e+04,1.562500000000000000e+04,4.876699238797847897e+02,2.621440000000000000e+06
1.532000000000000028e+00,2.290538333629953195e+04,1.542972759737783053e+04,1.562500000000000000e+04,1.952724026221697784e+02,2.621440000000000000e+06
1.536000000000000032e+00,2.165849539025318518e+04,1.494835413170146421e+04,1.562500000000000000e+04,6.766458682985355608e+02,2.621440000000000000e+06
1.540000000000000036e+00,1.977546373955941453e+04,1.379271455188736581e+04,1.250000000000000000e+04,-1.292714551887364223e+03,2.097152000000000000e+06
1.544000000000000039e+00,1.735070194323910619e+04,1.203765309903331399e+04,1.250000000000000000e+04,4.623469009666873148e+02,2.097152000000000000e+06
1.548000000000000043e+00,1.450331099764295141e+04,9.518624938486378596e+03,9.375000000000001819e+03,-1.436249384863773457e+02,1.572864000000000000e+06
1.552000000000000046e+00,1.137089893289817883e+04,6.700551453033363032e+03,7.812500000000000000e+03,1.111948546966636741e+03,1.310720000000000000e+06
1.556000000000000050e+00,8.102561333699556599e+03,3.678167476407291815e+03,3.125000000000000000e+03,-5.531674764072914741e+02,5.242880000000000000e+05
1.560000000000000053e+00,4.851398295860461985e+03,4.815962332915386241e+02,0.000000000000000000e+00,-4.815962332915386241e+02,0.000000000000000000e+00
1.564000000000000057e+00,1.766962052992836334e+03,-2.714346196365371270e+03,-3.125000000000000000e+03,-4.106538036346288436e+02,-5.242880000000000000e+05
1.568000000000000060e+00,-1.011973480428885637e+03,-5.682868317899716203e+03,-4.687500000000000909e+03,9.953683178997151799e+02,-7.864320000000000000e+05
1.572000000000000064e+00,-3.363954218885861337e+03,-8.047673282202389601e+03,-7.812500000000000000e+03,2.351732822023899132e+02,-1.310720000000000000e+06
1.576000000000000068e+00,-5.190375198471639123e+03,-1.035186971389748942e+04,-1.093750000000000182e+04,-5.856302861025116044e+02,-1.835008000000000000e+06
1.580000000000000071e+00,-6.419734919556447494e+03,-1.221952951894324542e+04,-1.250000000000000000e+04,-2.804704810567548634e+02,-2.097152000000000000e+06
1.584000000000000075e+00,-7.010425640039761674e+03,-1.311138646803860502e+04,-1.250000000000000000e+04,6.113864680386046757e+02,-2.097152000000000000e+06
1.588000000000000078e+00,-6.951952883658604151e+03,-1.385755673204951745e+04,-1.406250000000000000e+04,-2.049432679504820669e+02,-2.359296000000000000e+06
1.592000000000000082e+00,-6.264563734853175447e+03,-1.389251039150855831e+04,-1.406250000000000000e+04,-1.699896084914418566e+02,-2.359296000000000000e+06
1.596000000000000085e+00,-4.997348818124935860e+03,-1.305255842020219825e+04,-1.250000000000000000e+04,5.525584202021975671e+02,-2.097152000000000000e+06
1.600000000000000089e+00,-3.224962434742999903e+03,-1.193542444605612036e+04,-1.250000000000000000e+04,-5.645755539438797541e+02,-2.097152000000000000e+06
1.604000000000000092e+00,-1.043174810976119488e+03,-1.057745824100981372e+04,-1.093750000000000182e+04,-3.600417589901868496e+02,-1.835008000000000000e+06
1.608000000000000096e+00,1.436473867192078842e+03,-8.359741563258809038e+03,-7.812500000000000000e+03,5.472415632588098333e+02,-1.310720000000000000e+06
1.612000000000000099e+00,4.092608787210985156e+03,-5.829944287297894334e+03,-6.250000000000000000e+03,-4.200557127021064616e+02,-1.048576000000000000e+06
1.616000000000000103e+00,6.800215510247644488e+03,-3.402675540881733468e+03,-3.125000000000000000e+03,2.776755408817332977e+02,-5.242880000000000000e+05
1.620000000000000107e+00,9.436763057060345091e+03,-9.375022924780643052e+02,-1.562500000000000000e+03,-6.249977075219358085e+02,-2.621440000000000000e+05
1.624000000000000110e+00,1.188794012793634647e+04,1.665139971566268287e+03,3.125000000000000000e+03,1.459860028433731713e+03,5.242880000000000000e+05
1.627999999999999892e+00,1.405272311314597755e+04,4.117476962547608309e+03,3.125000000000000000e+03,-9.924769625476084229e+02,5.242880000000000000e+05
1.631999999999999895e+00,1.584754264989492913e+04,6.475017784623926673e+03,6.250000000000000000e+03,-2.250177846239267012e+02,1.048576000000000000e+06
1.635999999999999899e+00,1.720937480425970716e+04,8.166571540040244145e+03,9.375000000000001819e+03,1.208428459959756992e+03,1.572864000000000000e+06
1.639999999999999902e+00,1.809764966660303617e+04,9.515672641863851823e+03,9.375000000000001819e+03,-1.406726418638499467e+02,1.572864000000000000e+06
1.643999999999999906e+00,1.849494008949175623e+04,1.034336398227462996e+04,9.375000000000001819e+03,-9.683639822746278014e+02,1.572864000000000000e+06
1.647999999999999909e+00,1.840646224945380527e+04,1.092158191039604026e+04,1.093750000000000182e+04,1.591808960396158490e+01,1.835008000000000000e+06
1.651999999999999913e+00,1.785848365554900374e+04,1.097788477214614795e+04,1.093750000000000182e+04,-4.038477214614658095e+01,1.835008000000000000e+06
1.655999999999999917e+00,1.689578957274289496e+04,1.019276523608336720e+04,1.093750000000000182e+04,7.447347639166334829e+02,1.835008000000000000e+06
1.659999999999999920e+00,1.557840263495435829e+04,9.208971865056639217e+03,9.375000000000001819e+03,1.660281349433624030e+02,1.572864000000000000e+06
1.663999999999999924e+00,1.397778055755561400e+04,7.928007101839921233e+03,7.812500000000000000e+03,-1.155071018399209777e+02,1.310720000000000000e+06
1.667999999999999927e+00,1.217273210501496396e+04,6.530684741301600297e+03,6.250000000000000000e+03,-2.806847413015997859e+02,1.048576000000000000e+06
1.671999999999999931e+00,1.024529157529930671e+04,4.726700048670352771e+03,4.687500000000000909e+03,-3.920004867035212470e+01,7.864320000000000000e+05
1.675999999999999934e+00,8.276777730925768992e+03,2.701782770634723875e+03,3.125000000000000000e+03,4.232172293652763528e+02,5.242880000000000000e+05
1.679999999999999938e+00,6.344235920126723613e+03,9.264173301729499599e+02,0.000000000000000000e+00,-9.264173301729499599e+02,0.000000000000000000e+00
1.683999999999999941e+00,4.517424427092424594e+03,-8.998640139282700829e+02,0.000000000000000000e+00,8.998640139282700829e+02,0.000000000000000000e+00
1.687999999999999945e+00,2.856460785834046874e+03,-2.683207837297385140e+03,-3.125000000000000000e+03,-4.417921627026151441e+02,-5.242880000000000000e+05
1.691999999999999948e+00,1.410194182071227260e+03,-4.232582651364949925e+03,-4.687500000000000909e+03,-4.549173486350505300e+02,-7.864320000000000000e+05
1.695999999999999952e+00,2.153195969272131265e+02,-5.521596450464665395e+03,-4.687500000000000909e+03,8.340964504646650539e+02,-7.864320000000000000e+05
1.699999999999999956e+00,-7.037986183138431215e+02,-6.798993628909117433e+03,-7.812500000000000000e+03,-1.013506371090882794e+03,-1.310720000000000000e+06
1.703999999999999959e+00,-1.334668437061695386e+03,-7.725821354767945195e+03,-7.812500000000000000e+03,-8.667864523205504668e+01,-1.310720000000000000e+06
1.707999999999999963e+00,-1.675686062458486731e+03,-8.290116366714828473e+03,-7.812500000000000000e+03,4.776163667148288141e+02,-1.310720000000000000e+06
1.711999999999999966e+00,-1.734759148955985893e+03,-8.624060362823345713e+03,-7.812500000000000000e+03,8.115603628233453719e+02,-1.310720000000000000e+06
1.715999999999999970e+00,-1.527683377466035608e+03,-8.773892296462385275e+03,-9.375000000000001819e+03,-6.011077035376152935e+02,-1.572864000000000000e+06
1.719999999999999973e+00,-1.076419777336741163e+03,-8.554562124441832566e+03,-7.812500000000000000e+03,7.420621244418317701e+02,-1.310720000000000000e+06
1.723999999999999977e+00,-4.074104547079136296e+02,-8.223248705539739603e+03,-9.375000000000001819e+03,-1.151751294460261306e+03,-1.572864000000000000e+06
1.727999999999999980e+00,4.499491817782512726e+02,-7.607333174199839050e+03,-7.812500000000000000e+03,-2.051668258001605807e+02,-1.310720000000000000e+06
1.731999999999999984e+00,1.464591089637481218e+03,-6.571874573228883492e+03,-6.250000000000000000e+03,3.218745732288833779e+02,-1.048576000000000000e+06
1.735999999999999988e+00,2.604750506196240622e+03,-5.755028603854785615e+03,-4.687500000000000909e+03,1.067528603854784706e+03,-7.864320000000000000e+05
1.739999999999999991e+00,3.838615119671408138e+03,-4.554578269906330206e+03,-4.687500000000000909e+03,-1.329217300936706749e+02,-7.864320000000000000e+05
1.743999999999999995e+00,5.134660968773658169e+03,-3.202753260694006713e+03,-3.125000000000000000e+03,7.775326069400659890e+01,-5.242880000000000000e+05
1.747999999999999998e+00,6.461720967989839664e+03,-1.942733029299296277e+03,-3.125000000000000000e+03,-1.182266970700703723e+03,-5.242880000000000000e+05
1.752000000000000002e+00,7.788858798327989462e+03,-8.588376390869540273e+02,0.000000000000000000e+00,8.588376390869540273e+02,0.000000000000000000e+00
1.756000000000000005e+00,9.085140071274905495e+03,2.433525736929979644e+02,0.000000000000000000e+00,-2.433525736929979644e+02,0.000000000000000000e+00
1.760000000000000009e+00,1.031940268308023042e+04,1.559023822222934768e+03,1.562500000000000000e+03,3.476177777065291075e+00,2.621440000000000000e+05
1.764000000000000012e+00,1.146012835510075456e+04,2.998478480821241192e+03,3.125000000000000000e+03,1.265215191787591067e+02,5.242880000000000000e+05
1.768000000000000016e+00,1.247550749775628174e+04,3.826158264676829731e+03,3.125000000000000000e+03,-7.011582646768293898e+02,5.242880000000000000e+05
1.772000000000000020e+00,1.333377050111605968e+04,4.910608059644808236e+03,4.687500000000000909e+03,-2.231080596448078381e+02,7.864320000000000000e+05
1.776000000000000023e+00,1.400383181775103185e+04,5.862993440039256711e+03,6.250000000000000000e+03,3.870065599607432318e+02,1.048576000000000000e+06
1.780000000000000027e+00,1.445626084603013442e+04,6.442511793373249020e+03,6.250000000000000000e+03,-1.925117933732484232e+02,1.048576000000000000e+06
1.784000000000000030e+00,1.466455818947316766e+04,6.878229654004155236e+03,7.812500000000000000e+03,9.342703459958448775e+02,1.310720000000000000e+06
1.788000000000000034e+00,1.460668018671424215e+04,7.017657622221694510e+03,6.250000000000000000e+03,-7.676576222216940550e+02,1.048576000000000000e+06
1.792000000000000037e+00,1.426672158355938700e+04,6.844786036602393324e+03,7.812500000000000000e+03,9.677139633976067898e+02,1.310720000000000000e+06
1.796000000000000041e+00,1.363663863048304302e+04,6.477976016320542840e+03,6.250000000000000000e+03,-2.279760163205425272e+02,1.048576000000000000e+06
1.800000000000000044e+00,1.271787518034251116e+04,5.802651059519219416e+03,4.687500000000000909e+03,-1.115151059519218506e+03,7.864320000000000000e+05
1.804000000000000048e+00,1.152274446217493642e+04,5.025209836351979902e+03,6.250000000000000000e+03,1.224790163648020325e+03,1.048576000000000000e+06
1.808000000000000052e+00,1.007542038404986852e+04,3.869795234170494950e+03,3.125000000000000000e+03,-7.447952341704949504e+02,5.242880000000000000e+05
1.812000000000000055e+00,8.412404968217106216e+03,2.681466409198063047e+03,3.125000000000000000e+03,4.435335908019371800e+02,5.242880000000000000e+05
1.816000000000000059e+00,6.582362518860498312e+03,1.274629013033282945e+03,1.562500000000000000e+03,2.878709869667171120e+02,2.621440000000000000e+05
1.820000000000000062e+00,4.645245218185990780e+03,-2.392872986550802921e+02,-1.562500000000000000e+03,-1.323212701344919878e+03,-2.621440000000000000e+05
1.824000000000000066e+00,2.670677127449454019e+03,-2.558823243894934421e+03,-1.562500000000000000e+03,9.963232438949345351e+02,-2.621440000000000000e+05
1.828000000000000069e+00,7.356114695055072161e+02,-4.533858994033987983e+03,-4.687500000000000909e+03,-1.536410059660127843e+02,-7.864320000000000000e+05
1.832000000000000073e+00,-1.078673473689773118e+03,-6.268973316999784402e+03,-6.250000000000000000e+03,1.897331699978431629e+01,-1.048576000000000000e+06
1.836000000000000076e+00,-2.690124865019724894e+03,-8.011328462490097991e+03,-7.812500000000000000e+03,1.988284624900981612e+02,-1.310720000000000000e+06
1.840000000000000080e+00,-4.019851836266946066e+03,-9.440692988408321980e+03,-9.375000000000001819e+03,6.569298840832134090e+01,-1.572864000000000000e+06
1.844000000000000083e+00,-4.996249804018252689e+03,-1.063486962643538027e+04,-1.093750000000000182e+04,-3.026303735646201289e+02,-1.835008000000000000e+06
1.848000000000000087e+00,-5.559086978644384544e+03,-1.146301350736025961e+04,-1.093750000000000182e+04,5.255135073602580178e+02,-1.835008000000000000e+06
1.852000000000000091e+00,-5.663312920675579335e+03,-1.203348448636543071e+04,-1.250000000000000000e+04,-4.665155136345695723e+02,-2.097152000000000000e+06
1.856000000000000094e+00,-5.282348871414616042e+03,-1.180081551992825189e+04,-1.250000000000000000e+04,-6.991844800717482258e+02,-2.097152000000000000e+06
1.860000000000000098e+00,-4.410634593377890269e+03,-1.149224799764845011e+04,-1.093750000000000182e+04,5.547479976484495410e+02,-1.835008000000000000e+06
1.864000000000000101e+00,-3.065236365298366763e+03,-1.091188374101974841e+04,-1.093750000000000182e+04,-2.561625898025304693e+01,-1.835008000000000000e+06
1.868000000000000105e+00,-1.286364383814814119e+03,-9.789316539587451189e+03,-9.375000000000001819e+03,4.143165395874490287e+02,-1.572864000000000000e+06
1.872000000000000108e+00,8.632969905932577603e+02,-7.894502600228611300e+03,-7.812500000000000000e+03,8.200260022861102982e+01,-1.310720000000000000e+06
1.875999999999999890e+00,3.300478872402020897e+03,-5.603223469704760646e+03,-6.250000000000000000e+03,-6.467765302952399225e+02,-1.048576000000000000e+06
1.879999999999999893e+00,5.924401199430954875e+03,-3.243818417440468238e+03,-3.125000000000000000e+03,1.188184174404681812e+02,-5.242880000000000000e+05
1.883999999999999897e+00,8.620923658335448636e+03,-8.964963427989764568e+02,-1.562500000000000000e+03,-6.660036572010236569e+02,-2.621440000000000000e+05
1.887999999999999901e+00,1.126760126176117410e+04,1.943521748122579083e+03,3.125000000000000000e+03,1.181478251877421144e+03,5.242880000000000000e+05
1.891999999999999904e+00,1.373941218312189994e+04,4.691444860498737398e+03,4.687500000000000909e+03,-3.944860498737018162e+00,7.864320000000000000e+05
1.895999999999999908e+00,1.591487715316348658e+04,6.814940598009755377e+03,6.250000000000000000e+03,-5.649405980097552629e+02,1.048576000000000000e+06
1.899999999999999911e+00,1.768225586666407253e+04,8.890827192661294248e+03,9.375000000000001819e+03,4.841728073387077416e+02,1.572864000000000000e+06
1.903999999999999915e+00,1.894548893786465123e+04,1.063981665209252424e+04,1.093750000000000182e+04,2.976833479074771276e+02,1.835008000000000000e+06
1.907999999999999918e+00,1.962955552836298011e+04,1.185165107318119772e+04,1.093750000000000182e+04,-9.141510731811973756e+02,1.835008000000000000e+06
1.911999999999999922e+00,1.968493733193167282e+04,1.245997437339094904e+04,1.250000000000000000e+04,4.002562660905192615e+01,2.097152000000000000e+06
1.915999999999999925e+00,1.909091849600374917e+04,1.231844845472075576e+04,1.250000000000000000e+04,1.815515452792456585e+02,2.097152000000000000e+06
1.919999999999999929e+00,1.785750654069903612e+04,1.182863012689279276e+04,1.250000000000000000e+04,6.713698731072078090e+02,2.097152000000000000e+06
1.923999999999999932e+00,1.602582862872852638e+04,1.095287888648370790e+04,1.093750000000000182e+04,-1.537888648370754119e+01,1.835008000000000000e+06
1.927999999999999936e+00,1.366693698865555052e+04,9.039719821236067219e+03,7.812500000000000000e+03,-1.227219821236066764e+03,1.310720000000000000e+06
1.931999999999999940e+00,1.087904256647773946e+04,6.866097195120192737e+03,7.812500000000000000e+03,9.464028048798076043e+02,1.310720000000000000e+06
1.935999999999999943e+00,7.783282310045000486e+03,4.006136175254081536e+03,3.125000000000000000e+03,-8.811361752540814223e+02,5.242880000000000000e+05
1.939999999999999947e+00,4.518207953873759834e+03,1.092665756032349918e+03,1.562500000000000000e+03,4.698342439676502522e+02,2.621440000000000000e+05
1.943999999999999950e+00,1.233257976771742278e+03,-2.291353401767397827e+03,-1.562500000000000000e+03,7.288534017673978269e+02,-2.621440000000000000e+05
1.947999999999999954e+00,-1.918464823068949272e+03,-5.487031454230894269e+03,-6.250000000000000000e+03,-7.629685457691062993e+02,-1.048576000000000000e+06
1.951999999999999957e+00,-4.787743644107349610e+03,-8.355849930979808050e+03,-7.812500000000000000e+03,5.433499309798073682e+02,-1.310720000000000000e+06
1.955999999999999961e+00,-7.236734860354781631e+03,-1.081370999896642752e+04,-1.093750000000000182e+04,-1.237900010335728922e+02,-1.835008000000000000e+06
1.959999999999999964e+00,-9.145997708154580323e+03,-1.307858609874388458e+04,-1.406250000000000000e+04,-9.839139012561161053e+02,-2.359296000000000000e+06
1.963999999999999968e+00,-1.042069051216476510e+04,-1.494097421805901831e+04,-1.406250000000000000e+04,8.784742180590176304e+02,-2.359296000000000000e+06
1.967999999999999972e+00,-1.099559684332297547e+04,-1.604158001975249499e+04,-1.562500000000000000e+04,4.165800197524944792e+02,-2.621440000000000000e+06
1.971999999999999975e+00,-1.083870338903496486e+04,-1.641253487816063353e+04,-1.718750000000000000e+04,-7.749651218393674981e+02,-2.883584000000000000e+06
1.975999999999999979e+00,-9.953125670273584547e+03,-1.644594544659716848e+04,-1.562500000000000000e+04,8.209454465971689388e+02,-2.621440000000000000e+06
1.979999999999999982e+00,-8.377264060439369132e+03,-1.604715069476856843e+04,-1.718750000000000000e+04,-1.140349305231432709e+03,-2.883584000000000000e+06
1.983999999999999986e+00,-6.183166127600617983e+03,-1.478781121417885697e+04,-1.406250000000000000e+04,7.253112141788562894e+02,-2.359296000000000000e+06
1.987999999999999989e+00,-3.473166966262928781e+03,-1.267824750351049443e+04,-1.250000000000000000e+04,1.782475035104931465e+02,-2.097152000000000000e+06
1.991999999999999993e+00,-3.749715847136146749e+02,-9.636058105332274863e+03,-9.375000000000001819e+03,2.610581053322739535e+02,-1.572864000000000000e+06
1.995999999999999996e+00,2.964572599986142905e+03,-6.409660189926121348e+03,-7.812500000000000000e+03,-1.402839810073878880e+03,-1.310720000000000000e+06
2.000000000000000000e+00,6.386694252033351404e+03,-3.101239688908660355e+03,-3.125000000000000000e+03,-2.376031109134002861e+01,-5.242880000000000000e+05
2.004000000000000004e+00,9.728534950903198478e+03,4.515803135487607278e+01,1.562500000000000000e+03,1.517341968645123870e+03,2.621440000000000000e+05
2.008000000000000007e+00,1.283119814863019201e+04,3.100130253532870938e+03,1.562500000000000000e+03,-1.537630253532870711e+03,2.621440000000000000e+05
2.012000000000000011e+00,1.554759250143188183e+04,6.374865220319137734e+03,7.812500000000000000e+03,1.437634779680862493e+03,1.310720000000000000e+06
2.016000000000000014e+00,1.774966300188989771e+04,9.105026637254291927e+03,7.812500000000000000e+03,-1.292526637254291472e+03,1.310720000000000000e+06
